Measurement,Time,AMPM,WP1,WP2,WP3,WP4
2018-07-16,1:00:00,AM,-8.8,-9,-9.9,-9.6
2018-07-16,2:00:00,AM,-8.8,-9,-9.9,-9.5
2018-07-16,3:00:00,AM,-8.8,-9,-9.9,-9.5
2018-07-16,4:00:00,AM,-8.8,-9,-9.9,-9.5
2018-07-16,5:00:00,AM,-8.8,-9,-9.8,-9.5
2018-07-16,6:00:00,AM,-8.8,-9,-9.8,-9.5
2018-07-16,7:00:00,AM,-8.8,-9,-9.8,-9.5
2018-07-16,8:00:00,AM,-8.8,-9,-9.8,-9.5
2018-07-16,9:00:00,AM,-8.8,-9,-9.8,-9.5
2018-07-16,10:00:00,AM,-8.7,-9.1,-9.9,-9.5
2018-07-16,11:00:00,AM,-8.8,-9.2,-9.9,-9.6
2018-07-16,12:00:00,PM,-8.8,-9.2,-9.9,-9.6
2018-07-16,1:00:00,PM,-8.7,-9.2,-9.9,-9.6
2018-07-16,2:00:00,PM,-8.8,-9.2,-10,-9.5
2018-07-16,3:00:00,PM,-8.7,-9.2,-9.9,-9.5
2018-07-16,4:00:00,PM,-8.8,-9.2,-9.9,-9.5
2018-07-16,5:00:00,PM,-8.8,-9.2,-9.9,-9.5
2018-07-16,6:00:00,PM,-8.7,-9.2,-9.9,-9.5
2018-07-16,7:00:00,PM,-8.8,-9.2,-9.9,-9.5
2018-07-16,8:00:00,PM,-8.8,-9.1,-9.9,-9.5
2018-07-16,9:00:00,PM,-8.8,-9.1,-9.9,-9.4
2018-07-16,10:00:00,PM,-8.8,-9.1,-9.9,-9.4
2018-07-16,11:00:00,PM,-8.8,-9,-9.9,-9.4
2018-07-17,12:00:00,AM,-8.8,-9,-9.9,-9.4
2018-07-17,1:00:00,AM,-8.8,-9,-9.9,-9.4
2018-07-17,2:00:00,AM,-8.8,-9,-9.9,-9.4
2018-07-17,3:00:00,AM,-8.8,-9,-9.9,-9.4
2018-07-17,4:00:00,AM,-8.7,-9,-9.9,-9.4
2018-07-17,5:00:00,AM,-8.7,-9,-9.8,-9.4
2018-07-17,6:00:00,AM,-8.7,-9,-9.8,-9.4
2018-07-17,7:00:00,AM,-8.7,-9,-9.8,-9.4
2018-07-17,8:00:00,AM,-8.7,-9,-9.8,-9.4
2018-07-17,9:00:00,AM,-8.6,-9,-9.8,-9.3
2018-07-17,10:00:00,AM,-8.8,-9.2,-9.9,-9.4
2018-07-17,11:00:00,AM,-8.8,-9.2,-9.9,-9.4
2018-07-17,12:00:00,PM,-8.8,-9.2,-9.9,-9.4
2018-07-17,1:00:00,PM,-8.6,-9.2,-9.8,-9.4
2018-07-17,2:00:00,PM,-8.8,-9.2,-9.9,-9.4
2018-07-17,3:00:00,PM,-8.7,-9.2,-9.8,-9.4
2018-07-17,4:00:00,PM,-8.8,-9.1,-9.9,-9.4
2018-07-17,5:00:00,PM,-8.8,-9.1,-9.9,-9.4
2018-07-17,6:00:00,PM,-8.7,-9.1,-9.8,-9.4
2018-07-17,7:00:00,PM,-8.8,-9.1,-9.9,-9.4
2018-07-17,8:00:00,PM,-8.8,-9.1,-9.9,-9.4
2018-07-17,9:00:00,PM,-8.8,-9,-9.9,-9.4
2018-07-17,10:00:00,PM,-8.7,-9,-9.9,-9.4
2018-07-17,11:00:00,PM,-8.7,-8.9,-9.9,-9.4
2018-07-18,12:00:00,AM,-8.7,-8.9,-9.8,-9.3
2018-07-18,1:00:00,AM,-8.7,-8.9,-9.8,-9.3
2018-07-18,2:00:00,AM,-8.7,-8.9,-9.8,-9.3
2018-07-18,3:00:00,AM,-8.7,-8.9,-9.8,-9.3
2018-07-18,4:00:00,AM,-8.7,-8.9,-9.8,-9.3
2018-07-18,5:00:00,AM,-8.7,-8.9,-9.8,-9.3
2018-07-18,6:00:00,AM,-8.7,-8.8,-9.8,-9.3
2018-07-18,7:00:00,AM,-8.7,-8.9,-9.8,-9.3
2018-07-18,8:00:00,AM,-8.7,-8.9,-9.8,-9.3
2018-07-18,9:00:00,AM,-8.6,-8.9,-9.8,-9.3
2018-07-18,10:00:00,AM,-8.7,-9,-9.8,-9.2
2018-07-18,11:00:00,AM,-8.8,-9,-9.8,-9.3
2018-07-18,12:00:00,PM,-8.8,-9,-9.8,-9.3
2018-07-18,1:00:00,PM,-8.6,-9,-9.8,-9.3
2018-07-18,2:00:00,PM,-8.8,-9,-9.9,-9.3
2018-07-18,3:00:00,PM,-8.7,-9,-9.8,-9.3
2018-07-18,4:00:00,PM,-8.8,-9,-9.8,-9.3
2018-07-18,5:00:00,PM,-8.8,-9,-9.9,-9.3
2018-07-18,6:00:00,PM,-8.7,-9,-9.8,-9.3
2018-07-18,7:00:00,PM,-8.8,-8.9,-9.8,-9.3
2018-07-18,8:00:00,PM,-8.8,-8.9,-9.8,-9.3
2018-07-18,9:00:00,PM,-8.8,-8.9,-9.8,-9.3
2018-07-18,10:00:00,PM,-8.8,-8.8,-9.8,-9.3
2018-07-18,11:00:00,PM,-8.8,-8.8,-9.8,-9.3
2018-07-19,12:00:00,AM,-8.8,-8.8,-9.8,-9.2
2018-07-19,1:00:00,AM,-8.8,-8.8,-9.8,-9.2
2018-07-19,2:00:00,AM,-8.8,-8.8,-9.8,-9.2
2018-07-19,3:00:00,AM,-8.8,-8.8,-9.8,-9.2
2018-07-19,4:00:00,AM,-8.7,-8.8,-9.8,-9.2
2018-07-19,5:00:00,AM,-8.7,-8.8,-9.7,-9.2
2018-07-19,6:00:00,AM,-8.7,-8.8,-9.7,-9.2
2018-07-19,7:00:00,AM,-8.8,-8.8,-9.7,-9.2
2018-07-19,8:00:00,AM,-8.8,-8.8,-9.7,-9.2
2018-07-19,9:00:00,AM,-8.6,-8.9,-9.7,-9.2
2018-07-19,10:00:00,AM,-8.8,-9,-9.8,-9.3
2018-07-19,11:00:00,AM,-8.8,-9,-9.8,-9.2
2018-07-19,12:00:00,PM,-8.8,-9,-9.8,-9.2
2018-07-19,1:00:00,PM,-8.6,-8.9,-9.8,-9.2
2018-07-19,2:00:00,PM,-8.8,-8.9,-9.8,-9.2
2018-07-19,3:00:00,PM,-8.6,-8.9,-9.7,-9.2
2018-07-19,4:00:00,PM,-8.8,-8.9,-9.8,-9.2
2018-07-19,5:00:00,PM,-8.8,-8.9,-9.8,-9.2
2018-07-19,6:00:00,PM,-8.6,-8.9,-9.7,-9.2
2018-07-19,7:00:00,PM,-8.8,-8.9,-9.8,-9.2
2018-07-19,8:00:00,PM,-8.8,-8.9,-9.8,-9.2
2018-07-19,9:00:00,PM,-8.8,-8.8,-9.8,-9.2
2018-07-19,10:00:00,PM,-8.8,-8.8,-9.8,-9.2
2018-07-19,11:00:00,PM,-8.7,-8.8,-9.8,-9.2
2018-07-20,12:00:00,AM,-8.7,-8.8,-9.7,-9.2
2018-07-20,1:00:00,AM,-8.7,-8.8,-9.7,-9.2
2018-07-20,2:00:00,AM,-8.7,-8.8,-9.7,-9.2
2018-07-20,3:00:00,AM,-8.7,-8.7,-9.7,-9.2
2018-07-20,4:00:00,AM,-8.7,-8.7,-9.7,-9.2
2018-07-20,5:00:00,AM,-8.7,-8.7,-9.7,-9.2
2018-07-20,6:00:00,AM,-8.7,-8.7,-9.7,-9.2
2018-07-20,7:00:00,AM,-8.7,-8.7,-9.7,-9.2
2018-07-20,8:00:00,AM,-8.7,-8.7,-9.7,-9.2
2018-07-20,9:00:00,AM,-8.6,-8.7,-9.7,-9.2
2018-07-20,10:00:00,AM,-8.7,-9,-9.7,-9.1
2018-07-20,11:00:00,AM,-8.8,-8.9,-9.6,-9.2
2018-07-20,12:00:00,PM,-8.8,-8.9,-9.7,-9.2
2018-07-20,1:00:00,PM,-8.6,-8.9,-9.7,-9.2
2018-07-20,2:00:00,PM,-8.8,-8.9,-9.8,-9.1
2018-07-20,3:00:00,PM,-8.6,-8.9,-9.7,-9.1
2018-07-20,4:00:00,PM,-8.7,-8.9,-9.8,-9.1
2018-07-20,5:00:00,PM,-8.7,-8.8,-9.8,-9.2
2018-07-20,6:00:00,PM,-8.6,-8.8,-9.7,-9.1
2018-07-20,7:00:00,PM,-8.7,-8.8,-9.8,-9.1
2018-07-20,8:00:00,PM,-8.7,-8.8,-9.8,-9.1
2018-07-20,9:00:00,PM,-8.7,-8.8,-9.8,-9.1
2018-07-20,10:00:00,PM,-8.7,-8.7,-9.8,-9.1
2018-07-20,11:00:00,PM,-8.7,-8.7,-9.7,-9.1
2018-07-21,12:00:00,AM,-8.7,-8.7,-9.7,-9.1
2018-07-21,1:00:00,AM,-8.7,-8.7,-9.7,-9.1
2018-07-21,2:00:00,AM,-8.7,-8.7,-9.7,-9.1
2018-07-21,3:00:00,AM,-8.7,-8.7,-9.7,-9.1
2018-07-21,4:00:00,AM,-8.7,-8.7,-9.7,-9.1
2018-07-21,5:00:00,AM,-8.7,-8.7,-9.7,-9.1
2018-07-21,6:00:00,AM,-8.7,-8.7,-9.7,-9.1
2018-07-21,7:00:00,AM,-8.7,-8.7,-9.7,-9.1
2018-07-21,8:00:00,AM,-8.7,-8.7,-9.7,-9.1
2018-07-21,9:00:00,AM,-8.5,-8.8,-9.6,-9
2018-07-21,10:00:00,AM,-8.7,-8.9,-9.8,-9.1
2018-07-21,11:00:00,AM,-8.7,-8.9,-9.8,-9.1
2018-07-21,12:00:00,PM,-8.7,-8.9,-9.8,-9.1
2018-07-21,1:00:00,PM,-8.5,-8.9,-9.7,-9.1
2018-07-21,2:00:00,PM,-8.7,-8.9,-9.8,-9.1
2018-07-21,3:00:00,PM,-8.5,-8.8,-9.7,-9.1
2018-07-21,4:00:00,PM,-8.7,-8.8,-9.8,-9.1
2018-07-21,5:00:00,PM,-8.7,-8.8,-9.8,-9.1
2018-07-21,6:00:00,PM,-8.5,-8.8,-9.7,-9.1
2018-07-21,7:00:00,PM,-8.7,-8.8,-9.8,-9.1
2018-07-21,8:00:00,PM,-8.7,-8.8,-9.8,-9.1
2018-07-21,9:00:00,PM,-8.7,-8.8,-9.8,-9.1
2018-07-21,10:00:00,PM,-8.7,-8.8,-9.8,-9.1
2018-07-21,11:00:00,PM,-8.7,-8.7,-9.7,-9.1
2018-07-22,12:00:00,AM,-8.7,-8.7,-9.7,-9.1
2018-07-22,1:00:00,AM,-8.7,-8.7,-9.7,-9
2018-07-22,2:00:00,AM,-8.6,-8.7,-9.7,-9
2018-07-22,3:00:00,AM,-8.7,-8.7,-9.7,-9
2018-07-22,4:00:00,AM,-8.7,-8.7,-9.7,-9
2018-07-22,5:00:00,AM,-8.7,-8.7,-9.7,-9
2018-07-22,6:00:00,AM,-8.7,-8.7,-9.7,-9
2018-07-22,7:00:00,AM,-8.6,-8.7,-9.6,-9
2018-07-22,8:00:00,AM,-8.7,-8.7,-9.6,-9
2018-07-22,9:00:00,AM,-8.6,-8.7,-9.6,-8.9
2018-07-22,10:00:00,AM,-8.6,-8.9,-9.7,-9
2018-07-22,11:00:00,AM,-8.6,-8.8,-9.8,-9
2018-07-22,12:00:00,PM,-8.6,-8.9,-9.8,-9
2018-07-22,1:00:00,PM,-8.5,-8.9,-9.7,-9
2018-07-22,2:00:00,PM,-8.7,-8.8,-9.8,-9
2018-07-22,3:00:00,PM,-8.5,-8.8,-9.7,-9
2018-07-22,4:00:00,PM,-8.7,-8.8,-9.7,-9
2018-07-22,5:00:00,PM,-8.7,-8.8,-9.7,-9
2018-07-22,6:00:00,PM,-8.5,-8.8,-9.6,-9
2018-07-22,7:00:00,PM,-8.6,-8.8,-9.8,-9
2018-07-22,8:00:00,PM,-8.6,-8.8,-9.8,-9
2018-07-22,9:00:00,PM,-8.6,-8.8,-9.7,-9
2018-07-22,10:00:00,PM,-8.6,-8.8,-9.7,-9
2018-07-22,11:00:00,PM,-8.6,-8.8,-9.7,-9
2018-07-23,12:00:00,AM,-8.6,-8.7,-9.7,-9
2018-07-23,1:00:00,AM,-8.6,-8.7,-9.7,-9
2018-07-23,2:00:00,AM,-8.6,-8.7,-9.7,-9
2018-07-23,3:00:00,AM,-8.6,-8.7,-9.7,-9
2018-07-23,4:00:00,AM,-8.6,-8.7,-9.7,-9
2018-07-23,5:00:00,AM,-8.6,-8.7,-9.6,-9
2018-07-23,6:00:00,AM,-8.6,-8.7,-9.6,-9
2018-07-23,7:00:00,AM,-8.6,-8.7,-9.6,-9
2018-07-23,8:00:00,AM,-8.6,-8.7,-9.6,-9
2018-07-23,9:00:00,AM,-8.5,-8.7,-9.6,-8.9
2018-07-23,10:00:00,AM,-8.6,-8.8,-9.7,-9
2018-07-23,11:00:00,AM,-8.6,-8.8,-9.7,-9
2018-07-23,12:00:00,PM,-8.6,-8.8,-9.8,-9
2018-07-23,1:00:00,PM,-8.5,-8.8,-9.6,-9
2018-07-23,2:00:00,PM,-8.6,-8.8,-9.7,-9
2018-07-23,3:00:00,PM,-8.5,-8.8,-9.6,-9
2018-07-23,4:00:00,PM,-8.6,-8.8,-9.7,-9
2018-07-23,5:00:00,PM,-8.6,-8.8,-9.7,-9
2018-07-23,6:00:00,PM,-8.5,-8.8,-9.6,-8.9
2018-07-23,7:00:00,PM,-8.6,-8.7,-9.7,-8.9
2018-07-23,8:00:00,PM,-8.6,-8.7,-9.7,-8.9
2018-07-23,9:00:00,PM,-8.6,-8.7,-9.7,-8.9
2018-07-23,10:00:00,PM,-8.6,-8.7,-9.7,-8.9
2018-07-23,11:00:00,PM,-8.6,-8.7,-9.6,-8.9
2018-07-24,12:00:00,AM,-8.6,-8.7,-9.6,-8.9
2018-07-24,1:00:00,AM,-8.6,-8.7,-9.6,-8.9
2018-07-24,2:00:00,AM,-8.6,-8.6,-9.6,-8.9
2018-07-24,3:00:00,AM,-8.6,-8.6,-9.6,-8.9
2018-07-24,4:00:00,AM,-8.6,-8.6,-9.6,-8.9
2018-07-24,5:00:00,AM,-8.6,-8.6,-9.6,-8.9
2018-07-24,6:00:00,AM,-8.6,-8.6,-9.6,-8.9
2018-07-24,7:00:00,AM,-8.6,-8.6,-9.6,-8.9
2018-07-24,8:00:00,AM,-8.6,-8.6,-9.6,-8.9
2018-07-24,9:00:00,AM,-8.5,-8.7,-9.5,-8.8
2018-07-24,10:00:00,AM,-8.6,-8.8,-9.6,-8.9
2018-07-24,11:00:00,AM,-8.6,-8.8,-9.6,-8.9
2018-07-24,12:00:00,PM,-8.6,-8.7,-9.7,-8.9
2018-07-24,1:00:00,PM,-8.4,-8.8,-9.5,-8.9
2018-07-24,2:00:00,PM,-8.6,-8.8,-9.6,-8.9
2018-07-24,3:00:00,PM,-8.4,-8.8,-9.5,-8.9
2018-07-24,4:00:00,PM,-8.5,-8.8,-9.6,-8.9
2018-07-24,5:00:00,PM,-8.6,-8.8,-9.6,-8.9
2018-07-24,6:00:00,PM,-8.4,-8.8,-9.5,-8.9
2018-07-24,7:00:00,PM,-8.5,-8.8,-9.6,-8.9
2018-07-24,8:00:00,PM,-8.5,-8.8,-9.6,-8.9
2018-07-24,9:00:00,PM,-8.5,-8.8,-9.6,-8.9
2018-07-24,10:00:00,PM,-8.5,-8.7,-9.6,-8.9
2018-07-24,11:00:00,PM,-8.5,-8.7,-9.6,-8.9
2018-07-25,12:00:00,AM,-8.5,-8.7,-9.6,-8.9
2018-07-25,1:00:00,AM,-8.5,-8.7,-9.6,-8.9
2018-07-25,2:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-25,3:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-25,4:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-25,5:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-25,6:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-25,7:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-25,8:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-25,9:00:00,AM,-8.4,-8.7,-9.5,-8.8
2018-07-25,10:00:00,AM,-8.5,-8.8,-9.5,-8.9
2018-07-25,11:00:00,AM,-8.5,-8.8,-9.6,-8.9
2018-07-25,12:00:00,PM,-8.5,-8.8,-9.6,-8.9
2018-07-25,1:00:00,PM,-8.4,-8.8,-9.5,-8.9
2018-07-25,2:00:00,PM,-8.5,-8.8,-9.6,-8.9
2018-07-25,3:00:00,PM,-8.4,-8.8,-9.5,-8.9
2018-07-25,4:00:00,PM,-8.5,-8.8,-9.5,-8.9
2018-07-25,5:00:00,PM,-8.5,-8.8,-9.6,-8.9
2018-07-25,6:00:00,PM,-8.4,-8.8,-9.5,-8.9
2018-07-25,7:00:00,PM,-8.5,-8.8,-9.5,-8.9
2018-07-25,8:00:00,PM,-8.5,-8.8,-9.5,-8.9
2018-07-25,9:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-25,10:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-25,11:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-26,12:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-26,1:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-26,2:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-26,3:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-26,4:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-26,5:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-26,6:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-26,7:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-26,8:00:00,AM,-8.5,-8.7,-9.5,-8.9
2018-07-26,9:00:00,AM,-8.4,-8.7,-9.4,-8.8
2018-07-26,10:00:00,AM,-8.5,-8.8,-9.5,-8.9
2018-07-26,11:00:00,AM,-8.5,-8.8,-9.5,-8.9
2018-07-26,12:00:00,PM,-8.5,-8.8,-9.6,-8.9
2018-07-26,1:00:00,PM,-8.4,-8.8,-9.5,-8.9
2018-07-26,2:00:00,PM,-8.5,-8.8,-9.5,-8.9
2018-07-26,3:00:00,PM,-8.4,-8.8,-9.4,-8.9
2018-07-26,4:00:00,PM,-8.5,-8.8,-9.5,-8.9
2018-07-26,5:00:00,PM,-8.5,-8.8,-9.5,-8.9
2018-07-26,6:00:00,PM,-8.4,-8.8,-9.4,-8.9
2018-07-26,7:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-26,8:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-26,9:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-26,10:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-26,11:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-27,12:00:00,AM,-8.5,-8.7,-9.4,-8.9
2018-07-27,1:00:00,AM,-8.5,-8.7,-9.4,-8.9
2018-07-27,2:00:00,AM,-8.5,-8.7,-9.4,-8.9
2018-07-27,3:00:00,AM,-8.5,-8.7,-9.4,-8.9
2018-07-27,4:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-27,5:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-27,6:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-27,7:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-27,8:00:00,AM,-8.5,-8.6,-9.5,-8.9
2018-07-27,9:00:00,AM,-8.4,-8.6,-9.4,-8.8
2018-07-27,10:00:00,AM,-8.5,-8.7,-9.4,-8.9
2018-07-27,11:00:00,AM,-8.5,-8.7,-9.4,-8.9
2018-07-27,12:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-27,1:00:00,PM,-8.4,-8.7,-9.4,-8.9
2018-07-27,2:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-27,3:00:00,PM,-8.4,-8.7,-9.4,-8.9
2018-07-27,4:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-27,5:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-27,6:00:00,PM,-8.4,-8.7,-9.4,-8.9
2018-07-27,7:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-27,8:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-27,9:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-27,10:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-27,11:00:00,PM,-8.5,-8.6,-9.4,-8.9
2018-07-28,12:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-28,1:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-28,2:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-28,3:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-28,4:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-28,5:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-28,6:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-28,7:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-28,8:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-28,9:00:00,AM,-8.4,-8.6,-9.3,-8.8
2018-07-28,10:00:00,AM,-8.5,-8.7,-9.4,-8.9
2018-07-28,11:00:00,AM,-8.5,-8.7,-9.4,-8.9
2018-07-28,12:00:00,PM,-8.5,-8.7,-9.5,-8.9
2018-07-28,1:00:00,PM,-8.4,-8.7,-9.4,-8.9
2018-07-28,2:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-28,3:00:00,PM,-8.4,-8.7,-9.3,-8.9
2018-07-28,4:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-28,5:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-28,6:00:00,PM,-8.4,-8.7,-9.3,-8.9
2018-07-28,7:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-28,8:00:00,PM,-8.5,-8.6,-9.4,-8.9
2018-07-28,9:00:00,PM,-8.5,-8.6,-9.4,-8.9
2018-07-28,10:00:00,PM,-8.5,-8.6,-9.4,-8.9
2018-07-28,11:00:00,PM,-8.5,-8.6,-9.4,-8.9
2018-07-29,12:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-29,1:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-29,2:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-29,3:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-29,4:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-29,5:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-29,6:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-29,7:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-29,8:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-29,9:00:00,AM,-8.3,-8.6,-9.3,-8.8
2018-07-29,10:00:00,AM,-8.4,-8.7,-9.4,-8.9
2018-07-29,11:00:00,AM,-8.4,-8.7,-9.4,-8.9
2018-07-29,12:00:00,PM,-8.4,-8.7,-9.4,-8.9
2018-07-29,1:00:00,PM,-8.3,-8.7,-9.4,-8.9
2018-07-29,2:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-29,3:00:00,PM,-8.3,-8.7,-9.3,-8.9
2018-07-29,4:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-29,5:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-29,6:00:00,PM,-8.3,-8.7,-9.3,-8.9
2018-07-29,7:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-29,8:00:00,PM,-8.5,-8.7,-9.4,-8.9
2018-07-29,9:00:00,PM,-8.5,-8.6,-9.4,-8.9
2018-07-29,10:00:00,PM,-8.5,-8.6,-9.4,-8.9
2018-07-29,11:00:00,PM,-8.5,-8.6,-9.4,-8.9
2018-07-30,12:00:00,AM,-8.4,-8.6,-9.4,-8.9
2018-07-30,1:00:00,AM,-8.4,-8.6,-9.4,-8.9
2018-07-30,2:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-30,3:00:00,AM,-8.4,-8.6,-9.4,-8.9
2018-07-30,4:00:00,AM,-8.4,-8.6,-9.4,-8.9
2018-07-30,5:00:00,AM,-8.4,-8.6,-9.4,-8.9
2018-07-30,6:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-30,7:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-30,8:00:00,AM,-8.4,-8.6,-9.4,-8.9
2018-07-30,9:00:00,AM,-8.3,-8.6,-9.3,-8.9
2018-07-30,10:00:00,AM,-8.4,-8.6,-9.3,-8.9
2018-07-30,11:00:00,AM,-8.5,-8.6,-9.4,-8.9
2018-07-30,12:00:00,PM,-8.5,-8.6,-9.4,-8.9
2018-07-30,1:00:00,PM,-8.4,-8.6,-9.3,-8.9
2018-07-30,2:00:00,PM,-8.5,-8.6,-9.4,-8.9
2018-07-30,3:00:00,PM,-8.4,-8.6,-9.3,-8.9
2018-07-30,4:00:00,PM,-8.5,-8.6,-9.4,-8.8
2018-07-30,5:00:00,PM,-8.5,-8.6,-9.4,-8.8
2018-07-30,6:00:00,PM,-8.4,-8.6,-9.3,-8.8
2018-07-30,7:00:00,PM,-8.5,-8.6,-9.3,-8.8
2018-07-30,8:00:00,PM,-8.5,-8.6,-9.3,-8.8
2018-07-30,9:00:00,PM,-8.5,-8.5,-9.4,-8.8
2018-07-30,10:00:00,PM,-8.5,-8.5,-9.3,-8.8
